icd10,icd10_3,title,chapter_number,chapter_title,block_title
"R296","R29","Tendency to fall, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the nervous and musculoskeletal systems"
"R298","R29","Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the nervous and musculoskeletal systems"
"R30","R30","Pain associated with micturition",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R300","R30","Dysuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R301","R30","Vesical tenesmus",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R309","R30","Painful micturition, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R31","R31","Unspecified haematuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R32","R32","Unspecified urinary incontinence",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R33","R33","Retention of urine",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R34","R34","Anuria and oliguria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R35","R35","Polyuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R36","R36","Urethral discharge",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R39","R39","Other symptoms and signs involving the urinary system",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R390","R39","Extravasation of urine",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R391","R39","Other difficulties with micturition",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R392","R39","Extrarenal uraemia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R398","R39","Other and unspecified symptoms and signs involving the urinary system",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving the urinary system"
"R40","R40","Somnolence, stupor and coma",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R400","R40","Somnolence",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R401","R40","Stupor",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R402","R40","Coma, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R41","R41","Other symptoms and signs involving cognitive functions and awareness",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R410","R41","Disorientation, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R411","R41","Anterograde amnesia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R412","R41","Retrograde amnesia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R413","R41","Other amnesia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R418","R41","Other and unspecified symptoms and signs involving cognitive functions and awareness",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R42","R42","Dizziness and giddiness",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R43","R43","Disturbances of smell and taste",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R430","R43","Anosmia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R431","R43","Parosmia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R432","R43","Parageusia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R438","R43","Other and unspecified disturbances of smell and taste",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R44","R44","Other symptoms and signs involving general sensations and perceptions",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R440","R44","Auditory hallucinations",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R441","R44","Visual hallucinations",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R442","R44","Other hallucinations",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R443","R44","Hallucinations, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R448","R44","Other and unspecified symptoms and signs involving general sensations and perceptions",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R45","R45","Symptoms and signs involving emotional state",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R450","R45","Nervousness",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R451","R45","Restlessness and agitation",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R452","R45","Unhappiness",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R453","R45","Demoralization and apathy",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R454","R45","Irritability and anger",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R455","R45","Hostility",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R456","R45","Physical violence",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R457","R45","State of emotional shock and stress, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R458","R45","Other symptoms and signs involving emotional state",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R46","R46","Symptoms and signs involving appearance and behaviour",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R460","R46","Very low level of personal hygiene",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R461","R46","Bizarre personal appearance",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R462","R46","Strange and inexplicable behaviour",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R463","R46","Overactivity",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R464","R46","Slowness and poor responsiveness",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R465","R46","Suspiciousness and marked evasiveness",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R466","R46","Undue concern and preoccupation with stressful events",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R467","R46","Verbosity and circumstantial detail obscuring reason for contact",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R468","R46","Other symptoms and signs involving appearance and behaviour",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving cognition, perception, emotional state and behaviour"
"R47","R47","Speech disturbances, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R470","R47","Dysphasia and aphasia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R471","R47","Dysarthria and anarthria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R478","R47","Other and unspecified speech disturbances",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R48","R48","Dyslexia and other symbolic dysfunctions, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R480","R48","Dyslexia and alexia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R481","R48","Agnosia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R482","R48","Apraxia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R488","R48","Other and unspecified symbolic dysfunctions",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R49","R49","Voice disturbances",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R490","R49","Dysphonia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R491","R49","Aphonia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R492","R49","Hypernasality and hyponasality",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R498","R49","Other and unspecified voice disturbances",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Symptoms and signs involving speech and voice"
"R50","R50","Fever of other and unknown origin",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R502","R50","Drug-induced fever",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R508","R50","Other specified fever",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R509","R50","Fever, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R51","R51","Headache",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R52","R52","Pain, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R520","R52","Acute pain",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R521","R52","Chronic intractable pain",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R522","R52","Other chronic pain",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R529","R52","Pain, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R53","R53","Malaise and fatigue",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R54","R54","Senility",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R55","R55","Syncope and collapse",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R56","R56","Convulsions, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R560","R56","Febrile convulsions",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R568","R56","Other and unspecified convulsions",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R57","R57","Shock, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R570","R57","Cardiogenic shock",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R571","R57","Hypovolaemic shock",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R572","R57","Septic shock",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R578","R57","Other shock",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R579","R57","Shock, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R58","R58","Haemorrhage, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R59","R59","Enlarged lymph nodes",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R590","R59","Localized enlarged lymph nodes",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R591","R59","Generalized enlarged lymph nodes",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R599","R59","Enlarged lymph nodes, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R60","R60","Oedema, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R600","R60","Localized oedema",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R601","R60","Generalized oedema",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R609","R60","Oedema, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R61","R61","Hyperhidrosis",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R610","R61","Localized hyperhidrosis",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R611","R61","Generalized hyperhidrosis",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R619","R61","Hyperhidrosis, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R62","R62","Lack of expected normal physiological development",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R620","R62","Delayed milestone",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R628","R62","Other lack of expected normal physiological development",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R629","R62","Lack of expected normal physiological development, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R63","R63","Symptoms and signs concerning food and fluid intake",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R630","R63","Anorexia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R631","R63","Polydipsia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R632","R63","Polyphagia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R633","R63","Feeding difficulties and mismanagement",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R634","R63","Abnormal weight loss",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R635","R63","Abnormal weight gain",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R636","R63","Insufficient intake of food and water due to self neglect",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R638","R63","Other symptoms and signs concerning food and fluid intake",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R64","R64","Cachexia",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R65","R65","Systemic Inflammatory Response Syndrome [SIRS]",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R650","R65","Systemic Inflammatory Response Syndrome of infectious origin without organ failure",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R651","R65","Systemic Inflammatory Response Syndrome of infectious origin with organ failure",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R652","R65","Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R653","R65","Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R659","R65","Systemic Inflammatory Response Syndrome, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R68","R68","Other general symptoms and signs",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R680","R68","Hypothermia, not associated with low environmental temperature",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R681","R68","Nonspecific symptoms peculiar to infancy",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R682","R68","Dry mouth, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R683","R68","Clubbing of fingers",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R688","R68","Other specified general symptoms and signs",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R69","R69","Unknown and unspecified causes of morbidity",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","General symptoms and signs"
"R70","R70","Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R700","R70","Elevated erythrocyte sedimentation rate",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R701","R70","Abnormal plasma viscosity",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R71","R71","Abnormality of red blood cells",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R72","R72","Abnormality of white blood cells, not elsewhere classified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R73","R73","Elevated blood glucose level",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R730","R73","Abnormal glucose tolerance test",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R739","R73","Hyperglycaemia, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R74","R74","Abnormal serum enzyme levels",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R740","R74","Elevation of levels of transaminase and lactic acid dehydrogenase [LDH]",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R748","R74","Abnormal levels of other serum enzymes",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R749","R74","Abnormal level of unspecified serum enzyme",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R75","R75","Laboratory evidence of human immunodeficiency virus [HIV]",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R76","R76","Other abnormal immunological findings in serum",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R760","R76","Raised antibody titre",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R761","R76","Abnormal reaction to tuberculin test",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R762","R76","False-positive serological test for syphilis",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R768","R76","Other specified abnormal immunological findings in serum",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R769","R76","Abnormal immunological finding in serum, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R77","R77","Other abnormalities of plasma proteins",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R770","R77","Abnormality of albumin",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R771","R77","Abnormality of globulin",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R772","R77","Abnormality of alphafetoprotein",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R778","R77","Other specified abnormalities of plasma proteins",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R779","R77","Abnormality of plasma protein, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R78","R78","Findings of drugs and other substances, not normally found in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R780","R78","Finding of alcohol in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R781","R78","Finding of opiate drug in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R782","R78","Finding of cocaine in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R783","R78","Finding of hallucinogen in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R784","R78","Finding of other drugs of addictive potential in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R785","R78","Finding of psychotropic drug in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R786","R78","Finding of steroid agent in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R787","R78","Finding of abnormal level of heavy metals in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R788","R78","Finding of other specified substances, not normally found in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R789","R78","Finding of unspecified substance, not normally found in blood",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R79","R79","Other abnormal findings of blood chemistry",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R790","R79","Abnormal level of blood mineral",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R798","R79","Other specified abnormal findings of blood chemistry",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R799","R79","Abnormal finding of blood chemistry, unspecified",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis"
"R80","R80","Isolated proteinuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R81","R81","Glycosuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R82","R82","Other abnormal findings in urine",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R820","R82","Chyluria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R821","R82","Myoglobinuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R822","R82","Biliuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R823","R82","Haemoglobinuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R824","R82","Acetonuria",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R825","R82","Elevated urine levels of drugs, medicaments and biological substances",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R826","R82","Abnormal urine levels of substances chiefly nonmedicinal as to source",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R827","R82","Abnormal findings on microbiological examination of urine",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
